,loss,mae,val_loss,val_mae,learning_rate
0,0.11435496807098389,0.27216824889183044,0.04599161446094513,0.1932263821363449,0.0010000000474974513
1,0.05111082270741463,0.17385786771774292,0.010836138390004635,0.08662073314189911,0.0010000000474974513
2,0.02924441546201706,0.1357463002204895,0.010472286492586136,0.0829908475279808,0.0010000000474974513
3,0.027904057875275612,0.13313856720924377,0.0089423768222332,0.0772525891661644,0.0010000000474974513
4,0.02308366447687149,0.1178225427865982,0.00825661700218916,0.07312475144863129,0.0010000000474974513
5,0.023546921089291573,0.12033899873495102,0.004557675216346979,0.05218098312616348,0.0010000000474974513
6,0.020350312814116478,0.1114826574921608,0.004615196958184242,0.049116842448711395,0.0010000000474974513
7,0.018359743058681488,0.10460890084505081,0.0036494536325335503,0.043806567788124084,0.0010000000474974513
8,0.017382798716425896,0.1023009791970253,0.003781083505600691,0.04708502069115639,0.0010000000474974513
9,0.018055971711874008,0.1022387370467186,0.004271235782653093,0.051215097308158875,0.0010000000474974513
10,0.014498907141387463,0.09174706041812897,0.005526239052414894,0.06260328739881516,0.0010000000474974513
11,0.016126830130815506,0.0955791249871254,0.0057474165223538876,0.06491823494434357,0.0010000000474974513
12,0.015462656505405903,0.09064923971891403,0.005526965018361807,0.06340685486793518,0.0010000000474974513
13,0.013771407306194305,0.08782022446393967,0.006296596024185419,0.06929848343133926,0.0005000000237487257
14,0.014698855578899384,0.0898265540599823,0.006309203337877989,0.06895717978477478,0.0005000000237487257
15,0.013341503217816353,0.08764296025037766,0.006609425880014896,0.07048329710960388,0.0005000000237487257
16,0.015273362398147583,0.0933729037642479,0.007144459523260593,0.0739709660410881,0.0005000000237487257
17,0.013887626118957996,0.0879315733909607,0.006742429919540882,0.0710831880569458,0.0005000000237487257
