,loss,mae,val_loss,val_mae,learning_rate
0,0.25756722688674927,0.439534455537796,0.040034931153059006,0.17493793368339539,0.0010000000474974513
1,0.12570352852344513,0.27562716603279114,0.030461158603429794,0.15585452318191528,0.0010000000474974513
2,0.05893050879240036,0.196688711643219,0.014187799766659737,0.09778552502393723,0.0010000000474974513
3,0.03132220730185509,0.13940533995628357,0.008760889060795307,0.07724286615848541,0.0010000000474974513
4,0.030708646401762962,0.13715910911560059,0.007022062316536903,0.06638681888580322,0.0010000000474974513
5,0.0235750712454319,0.12044563889503479,0.008025425486266613,0.0719127357006073,0.0010000000474974513
6,0.021666791290044785,0.11626312881708145,0.007577178534120321,0.07106980681419373,0.0010000000474974513
7,0.020040646195411682,0.11244421452283859,0.006655893754214048,0.06569283455610275,0.0010000000474974513
8,0.019877783954143524,0.109272800385952,0.005637075752019882,0.05969679355621338,0.0010000000474974513
9,0.019136827439069748,0.10707809776067734,0.005075366701930761,0.055238787084817886,0.0010000000474974513
10,0.018634241074323654,0.10537287592887878,0.004646382760256529,0.05289067327976227,0.0010000000474974513
11,0.016484389081597328,0.10111238807439804,0.004717042203992605,0.05395210161805153,0.0010000000474974513
12,0.01774190552532673,0.1014939472079277,0.005437707528471947,0.057291433215141296,0.0010000000474974513
13,0.017095142975449562,0.10192499309778214,0.004837225191295147,0.05484064668416977,0.0010000000474974513
14,0.018027396872639656,0.1021549254655838,0.004682362079620361,0.05367891490459442,0.0010000000474974513
15,0.016607817262411118,0.09913446754217148,0.005471971817314625,0.05700540542602539,0.0010000000474974513
16,0.014970709569752216,0.09368469566106796,0.004531720653176308,0.05252450332045555,0.0005000000237487257
17,0.01680188998579979,0.10093820095062256,0.004491179715842009,0.05213763564825058,0.0005000000237487257
18,0.016101205721497536,0.09763438254594803,0.005017972085624933,0.05408381298184395,0.0005000000237487257
19,0.01592722162604332,0.09561163932085037,0.004898082930594683,0.05332205072045326,0.0005000000237487257
20,0.014501368626952171,0.09313314408063889,0.00463503273203969,0.05180426687002182,0.0005000000237487257
21,0.015580547042191029,0.09338963031768799,0.004250356461852789,0.05003470182418823,0.0005000000237487257
22,0.015317416749894619,0.0933489054441452,0.004285941366106272,0.0502970851957798,0.0005000000237487257
23,0.014493810944259167,0.09169772267341614,0.004777846857905388,0.05260549485683441,0.0005000000237487257
24,0.014224564656615257,0.09189755469560623,0.004510875791311264,0.05163905769586563,0.0005000000237487257
25,0.014385786838829517,0.09068717807531357,0.004191240761429071,0.05052371323108673,0.0005000000237487257
26,0.014453765004873276,0.0928419679403305,0.004682456608861685,0.05222560837864876,0.0005000000237487257
27,0.014091746881604195,0.09016164392232895,0.004592739045619965,0.05161134898662567,0.0002500000118743628
28,0.015879325568675995,0.09595546126365662,0.004311509430408478,0.050115231424570084,0.0002500000118743628
29,0.013495756313204765,0.08722509443759918,0.004372905474156141,0.050228048115968704,0.0002500000118743628
30,0.012347708456218243,0.085324227809906,0.004416132345795631,0.050315942615270615,0.0002500000118743628
31,0.01207062415778637,0.08355763554573059,0.004347991198301315,0.04987221956253052,0.0002500000118743628
